,,,,,,,HD01,SUBHD02010101,SUBHD02010102,SUBHD02010103,SUBHD020102,SUBHD020201,SUBHD020202,SUBHD020203
,,,,,,,Total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population
,,,,,,,,In households,In households,In households,In households,In group quarters,In group quarters,In group quarters
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,,Family households,Family households,Family households,Nonfamily households [3],Total,Institutionalized population,Noninstitutionalized population
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,Total,In families [1],Nonrelatives [2],,,,
0400000US06,06,California,8710000US0694121,0694121,"California - ZCTA5 94121, California","ZCTA5 94121, California",41203,72.5,70.2,2.3,26.4,1.0,0.5,0.5
0400000US06,06,California,8710000US0694122,0694122,"California - ZCTA5 94122, California","ZCTA5 94122, California",56023,70.2,66.7,3.5,29.1,0.7,0.1,0.6
0400000US06,06,California,8710000US0694123,0694123,"California - ZCTA5 94123, California","ZCTA5 94123, California",23088,43.5,42.6,0.9,56.1,0.4,0.1,0.3
0400000US06,06,California,8710000US0694124,0694124,"California - ZCTA5 94124, California","ZCTA5 94124, California",33996,87.9,80.8,7.1,10.9,1.2,0.0,1.2
0400000US06,06,California,8710000US0694127,0694127,"California - ZCTA5 94127, California","ZCTA5 94127, California",19289,80.0,77.2,2.9,19.2,0.8,0.6,0.2
0400000US06,06,California,8710000US0694128,0694128,"California - ZCTA5 94128, California","ZCTA5 94128, California",69,0.0,0.0,0.0,0.0,100.0,0.0,100.0
0400000US06,06,California,8710000US0694129,0694129,"California - ZCTA5 94129, California","ZCTA5 94129, California",3183,58.2,56.3,1.9,41.6,0.3,0.0,0.3
0400000US06,06,California,8710000US0694130,0694130,"California - ZCTA5 94130, California","ZCTA5 94130, California",2880,46.7,41.9,4.8,29.1,24.2,0.0,24.2
0400000US06,06,California,8710000US0694131,0694131,"California - ZCTA5 94131, California","ZCTA5 94131, California",26881,58.1,56.1,1.9,38.0,3.9,2.8,1.1
0400000US06,06,California,8710000US0694132,0694132,"California - ZCTA5 94132, California","ZCTA5 94132, California",28129,63.5,60.6,3.0,28.6,7.8,0.1,7.8
0400000US06,06,California,8710000US0694133,0694133,"California - ZCTA5 94133, California","ZCTA5 94133, California",26237,58.5,57.1,1.4,41.3,0.1,0.0,0.1
0400000US06,06,California,8710000US0694134,0694134,"California - ZCTA5 94134, California","ZCTA5 94134, California",40798,89.7,83.4,6.3,9.3,1.0,0.1,0.8
0400000US06,06,California,8710000US0694158,0694158,"California - ZCTA5 94158, California","ZCTA5 94158, California",4792,42.1,41.4,0.7,40.7,17.2,0.0,17.2
0400000US06,06,California,8710000US0694301,0694301,"California - ZCTA5 94301, California","ZCTA5 94301, California",16995,71.9,70.5,1.4,26.2,1.9,1.3,0.6
0400000US06,06,California,8710000US0694303,0694303,"California - ZCTA5 94303, California","ZCTA5 94303, California",45467,89.4,83.9,5.5,10.2,0.4,0.0,0.4
0400000US06,06,California,8710000US0694304,0694304,"California - ZCTA5 94304, California","ZCTA5 94304, California",3627,62.8,62.4,0.4,32.7,4.5,4.3,0.2
0400000US06,06,California,8710000US0694305,0694305,"California - ZCTA5 94305, California","ZCTA5 94305, California",13862,25.3,24.9,0.4,30.5,44.2,0.0,44.2
0400000US06,06,California,8710000US0694306,0694306,"California - ZCTA5 94306, California","ZCTA5 94306, California",26469,80.6,79.1,1.5,19.1,0.3,0.0,0.3
0400000US06,06,California,8710000US0694401,0694401,"California - ZCTA5 94401, California","ZCTA5 94401, California",34429,76.5,70.8,5.7,21.4,2.2,0.5,1.7
0400000US06,06,California,8710000US0694402,0694402,"California - ZCTA5 94402, California","ZCTA5 94402, California",23981,83.7,81.6,2.0,15.3,1.1,0.8,0.3
0400000US06,06,California,8710000US0694403,0694403,"California - ZCTA5 94403, California","ZCTA5 94403, California",39642,80.4,78.0,2.4,18.4,1.2,0.4,0.8
0400000US06,06,California,8710000US0694404,0694404,"California - ZCTA5 94404, California","ZCTA5 94404, California",33749,83.0,81.8,1.2,16.7,0.3,0.2,0.2
0400000US06,06,California,8710000US0694501,0694501,"California - ZCTA5 94501, California","ZCTA5 94501, California",60212,75.5,73.3,2.2,22.0,2.5,1.0,1.4
0400000US06,06,California,8710000US0694502,0694502,"California - ZCTA5 94502, California","ZCTA5 94502, California",13600,87.7,86.3,1.5,12.2,0.1,0.1,0.0
0400000US06,06,California,8710000US0694503,0694503,"California - ZCTA5 94503, California","ZCTA5 94503, California",19681,92.4,89.5,2.8,7.3,0.3,0.0,0.3
0400000US06,06,California,8710000US0694505,0694505,"California - ZCTA5 94505, California","ZCTA5 94505, California",13403,89.6,87.2,2.5,10.1,0.3,0.0,0.3
0400000US06,06,California,8710000US0694506,0694506,"California - ZCTA5 94506, California","ZCTA5 94506, California",22452,93.0,92.1,0.9,6.0,1.0,0.7,0.2
0400000US06,06,California,8710000US0694507,0694507,"California - ZCTA5 94507, California","ZCTA5 94507, California",14889,92.9,91.7,1.3,6.8,0.2,0.1,0.1
0400000US06,06,California,8710000US0694508,0694508,"California - ZCTA5 94508, California","ZCTA5 94508, California",3661,60.9,58.4,2.5,12.0,27.1,1.3,25.8
0400000US06,06,California,8710000US0694509,0694509,"California - ZCTA5 94509, California","ZCTA5 94509, California",62439,87.3,83.3,4.1,11.8,0.9,0.3,0.5
0400000US06,06,California,8710000US0694510,0694510,"California - ZCTA5 94510, California","ZCTA5 94510, California",27088,85.0,83.0,2.0,14.9,0.1,0.0,0.1
0400000US06,06,California,8710000US0694511,0694511,"California - ZCTA5 94511, California","ZCTA5 94511, California",2137,70.6,67.3,3.3,28.8,0.7,0.0,0.7
0400000US06,06,California,8710000US0694512,0694512,"California - ZCTA5 94512, California","ZCTA5 94512, California",108,78.7,73.1,5.6,21.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0694513,0694513,"California - ZCTA5 94513, California","ZCTA5 94513, California",54605,91.3,88.9,2.4,8.3,0.4,0.0,0.4
0400000US06,06,California,8710000US0694514,0694514,"California - ZCTA5 94514, California","ZCTA5 94514, California",1360,82.5,80.3,2.2,10.1,7.4,7.4,0.0
0400000US06,06,California,8710000US0694515,0694515,"California - ZCTA5 94515, California","ZCTA5 94515, California",7050,77.5,74.5,3.0,20.8,1.7,0.5,1.2
0400000US06,06,California,8710000US0694516,0694516,"California - ZCTA5 94516, California","ZCTA5 94516, California",211,79.1,76.8,2.4,20.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0694517,0694517,"California - ZCTA5 94517, California","ZCTA5 94517, California",12385,89.2,87.7,1.5,9.7,1.1,0.5,0.6
0400000US06,06,California,8710000US0694518,0694518,"California - ZCTA5 94518, California","ZCTA5 94518, California",26778,81.6,78.5,3.1,16.8,1.5,1.0,0.5
0400000US06,06,California,8710000US0694519,0694519,"California - ZCTA5 94519, California","ZCTA5 94519, California",18453,83.0,79.7,3.2,15.9,1.2,0.9,0.3
0400000US06,06,California,8710000US0694520,0694520,"California - ZCTA5 94520, California","ZCTA5 94520, California",37208,81.4,75.4,6.0,17.8,0.9,0.2,0.7
0400000US06,06,California,8710000US0694521,0694521,"California - ZCTA5 94521, California","ZCTA5 94521, California",41249,85.7,83.3,2.4,14.1,0.3,0.1,0.2
0400000US06,06,California,8710000US0694523,0694523,"California - ZCTA5 94523, California","ZCTA5 94523, California",33569,76.1,74.0,2.1,22.5,1.4,0.9,0.4
0400000US06,06,California,8710000US0694525,0694525,"California - ZCTA5 94525, California","ZCTA5 94525, California",3127,72.8,69.4,3.4,27.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0694526,0694526,"California - ZCTA5 94526, California","ZCTA5 94526, California",31102,88.5,87.4,1.1,11.3,0.3,0.1,0.2
0400000US06,06,California,8710000US0694528,0694528,"California - ZCTA5 94528, California","ZCTA5 94528, California",964,92.4,92.2,0.2,7.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0694530,0694530,"California - ZCTA5 94530, California","ZCTA5 94530, California",23877,76.7,74.1,2.6,22.9,0.4,0.2,0.2
0400000US06,06,California,8710000US0694531,0694531,"California - ZCTA5 94531, California","ZCTA5 94531, California",40290,93.2,90.1,3.1,6.5,0.3,0.1,0.2
0400000US06,06,California,8710000US0694533,0694533,"California - ZCTA5 94533, California","ZCTA5 94533, California",69277,86.2,82.3,3.9,11.6,2.2,1.8,0.4
0400000US06,06,California,8710000US0694534,0694534,"California - ZCTA5 94534, California","ZCTA5 94534, California",36416,89.9,88.2,1.8,10.0,0.1,0.0,0.1
0400000US06,06,California,8710000US0694535,0694535,"California - ZCTA5 94535, California","ZCTA5 94535, California",3793,74.8,74.5,0.3,1.2,23.9,0.0,23.9
0400000US06,06,California,8710000US0694536,0694536,"California - ZCTA5 94536, California","ZCTA5 94536, California",68790,87.4,85.1,2.3,11.8,0.9,0.3,0.6
0400000US06,06,California,8710000US0694538,0694538,"California - ZCTA5 94538, California","ZCTA5 94538, California",61148,86.0,82.7,3.3,12.8,1.2,0.8,0.4
0400000US06,06,California,8710000US0694539,0694539,"California - ZCTA5 94539, California","ZCTA5 94539, California",50031,94.3,93.0,1.3,5.2,0.5,0.0,0.4
0400000US06,06,California,8710000US0694541,0694541,"California - ZCTA5 94541, California","ZCTA5 94541, California",61635,82.1,77.5,4.7,15.5,2.3,1.2,1.2
0400000US06,06,California,8710000US0694542,0694542,"California - ZCTA5 94542, California","ZCTA5 94542, California",12717,72.8,70.4,2.4,18.4,8.8,0.0,8.8
0400000US06,06,California,8710000US0694544,0694544,"California - ZCTA5 94544, California","ZCTA5 94544, California",73026,88.4,83.4,5.0,10.8,0.9,0.4,0.4
0400000US06,06,California,8710000US0694545,0694545,"California - ZCTA5 94545, California","ZCTA5 94545, California",29707,89.7,86.3,3.4,9.2,1.1,0.4,0.6
0400000US06,06,California,8710000US0694546,0694546,"California - ZCTA5 94546, California","ZCTA5 94546, California",42209,83.3,80.8,2.5,15.4,1.3,0.8,0.6
0400000US06,06,California,8710000US0694547,0694547,"California - ZCTA5 94547, California","ZCTA5 94547, California",24092,90.4,88.4,2.0,9.4,0.2,0.2,0.1
0400000US06,06,California,8710000US0694548,0694548,"California - ZCTA5 94548, California","ZCTA5 94548, California",412,83.7,80.6,3.2,16.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0694549,0694549,"California - ZCTA5 94549, California","ZCTA5 94549, California",26864,86.7,85.4,1.2,12.9,0.5,0.2,0.2
0400000US06,06,California,8710000US0694550,0694550,"California - ZCTA5 94550, California","ZCTA5 94550, California",46896,87.0,84.9,2.1,12.0,1.0,0.5,0.5
0400000US06,06,California,8710000US0694551,0694551,"California - ZCTA5 94551, California","ZCTA5 94551, California",36867,86.1,82.8,3.3,13.5,0.4,0.0,0.4
0400000US06,06,California,8710000US0694552,0694552,"California - ZCTA5 94552, California","ZCTA5 94552, California",14454,92.3,90.8,1.5,7.4,0.3,0.2,0.2
0400000US06,06,California,8710000US0694553,0694553,"California - ZCTA5 94553, California","ZCTA5 94553, California",47065,78.8,76.2,2.6,18.2,3.0,2.3,0.7
0400000US06,06,California,8710000US0694555,0694555,"California - ZCTA5 94555, California","ZCTA5 94555, California",34143,92.8,91.3,1.5,6.9,0.2,0.0,0.2
0400000US06,06,California,8710000US0694556,0694556,"California - ZCTA5 94556, California","ZCTA5 94556, California",15229,84.5,83.8,0.7,10.6,4.9,1.2,3.8
0400000US06,06,California,8710000US0694558,0694558,"California - ZCTA5 94558, California","ZCTA5 94558, California",66830,82.8,79.8,3.0,14.5,2.7,2.2,0.5
0400000US06,06,California,8710000US0694559,0694559,"California - ZCTA5 94559, California","ZCTA5 94559, California",27184,78.5,74.9,3.7,18.6,2.8,1.3,1.5
0400000US06,06,California,8710000US0694560,0694560,"California - ZCTA5 94560, California","ZCTA5 94560, California",42573,91.0,87.4,3.6,8.6,0.3,0.0,0.3
0400000US06,06,California,8710000US0694561,0694561,"California - ZCTA5 94561, California","ZCTA5 94561, California",36515,91.3,87.9,3.4,8.4,0.3,0.1,0.2
0400000US06,06,California,8710000US0694563,0694563,"California - ZCTA5 94563, California","ZCTA5 94563, California",17672,90.5,89.4,1.2,9.2,0.2,0.2,0.0
0400000US06,06,California,8710000US0694564,0694564,"California - ZCTA5 94564, California","ZCTA5 94564, California",18287,86.8,84.4,2.3,12.9,0.4,0.1,0.3
0400000US06,06,California,8710000US0694565,0694565,"California - ZCTA5 94565, California","ZCTA5 94565, California",84641,89.7,85.5,4.1,9.9,0.5,0.3,0.2
0400000US06,06,California,8710000US0694566,0694566,"California - ZCTA5 94566, California","ZCTA5 94566, California",40884,87.9,86.4,1.5,11.1,1.0,0.3,0.7
0400000US06,06,California,8710000US0694567,0694567,"California - ZCTA5 94567, California","ZCTA5 94567, California",623,83.5,80.4,3.0,15.7,0.8,0.0,0.8
0400000US06,06,California,8710000US0694568,0694568,"California - ZCTA5 94568, California","ZCTA5 94568, California",46016,75.1,73.6,1.5,12.4,12.5,12.3,0.2
0400000US06,06,California,8710000US0694569,0694569,"California - ZCTA5 94569, California","ZCTA5 94569, California",198,65.2,62.6,2.5,34.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0694571,0694571,"California - ZCTA5 94571, California","ZCTA5 94571, California",7911,80.9,79.1,1.8,19.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0694572,0694572,"California - ZCTA5 94572, California","ZCTA5 94572, California",8684,88.8,86.0,2.9,10.7,0.5,0.0,0.5
0400000US06,06,California,8710000US0694573,0694573,"California - ZCTA5 94573, California","ZCTA5 94573, California",94,85.1,80.9,4.3,14.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0694574,0694574,"California - ZCTA5 94574, California","ZCTA5 94574, California",8742,78.2,75.5,2.7,20.0,1.8,0.0,1.8
0400000US06,06,California,8710000US0694575,0694575,"California - ZCTA5 94575, California","ZCTA5 94575, California",974,0.0,0.0,0.0,0.1,99.9,0.0,99.9
0400000US06,06,California,8710000US0694576,0694576,"California - ZCTA5 94576, California","ZCTA5 94576, California",164,64.6,64.0,0.6,25.0,10.4,10.4,0.0
0400000US06,06,California,8710000US0694577,0694577,"California - ZCTA5 94577, California","ZCTA5 94577, California",45560,83.2,80.1,3.1,15.8,1.0,0.6,0.4
0400000US06,06,California,8710000US0694578,0694578,"California - ZCTA5 94578, California","ZCTA5 94578, California",38558,81.3,77.3,4.0,16.4,2.3,2.0,0.3
0400000US06,06,California,8710000US0694579,0694579,"California - ZCTA5 94579, California","ZCTA5 94579, California",20571,90.1,87.4,2.7,9.7,0.2,0.0,0.2
0400000US06,06,California,8710000US0694580,0694580,"California - ZCTA5 94580, California","ZCTA5 94580, California",27152,90.0,86.5,3.5,9.5,0.5,0.0,0.5
0400000US06,06,California,8710000US0694582,0694582,"California - ZCTA5 94582, California","ZCTA5 94582, California",38537,90.8,89.8,1.0,9.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0694583,0694583,"California - ZCTA5 94583, California","ZCTA5 94583, California",34859,87.2,85.8,1.5,12.5,0.2,0.1,0.1
0400000US06,06,California,8710000US0694585,0694585,"California - ZCTA5 94585, California","ZCTA5 94585, California",28263,90.1,86.7,3.3,9.4,0.5,0.5,0.1
0400000US06,06,California,8710000US0694586,0694586,"California - ZCTA5 94586, California","ZCTA5 94586, California",925,84.4,81.2,3.2,15.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0694587,0694587,"California - ZCTA5 94587, California","ZCTA5 94587, California",69516,91.6,88.5,3.1,7.7,0.7,0.1,0.6
0400000US06,06,California,8710000US0694588,0694588,"California - ZCTA5 94588, California","ZCTA5 94588, California",30842,89.8,88.4,1.4,10.1,0.2,0.0,0.2
0400000US06,06,California,8710000US0694589,0694589,"California - ZCTA5 94589, California","ZCTA5 94589, California",29876,88.0,84.1,3.9,10.1,1.9,0.9,0.9
0400000US06,06,California,8710000US0694590,0694590,"California - ZCTA5 94590, California","ZCTA5 94590, California",35420,77.1,72.8,4.3,20.6,2.3,0.3,2.0
0400000US06,06,California,8710000US0694591,0694591,"California - ZCTA5 94591, California","ZCTA5 94591, California",53042,86.9,83.8,3.1,12.5,0.7,0.3,0.3
0400000US06,06,California,8710000US0694592,0694592,"California - ZCTA5 94592, California","ZCTA5 94592, California",742,78.2,74.4,3.8,21.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0694595,0694595,"California - ZCTA5 94595, California","ZCTA5 94595, California",16425,60.5,59.7,0.8,36.5,3.0,2.8,0.2
0400000US06,06,California,8710000US0694596,0694596,"California - ZCTA5 94596, California","ZCTA5 94596, California",20037,70.7,69.3,1.4,28.8,0.5,0.0,0.5
0400000US06,06,California,8710000US0694597,0694597,"California - ZCTA5 94597, California","ZCTA5 94597, California",20277,69.9,68.2,1.6,29.0,1.1,1.0,0.2
0400000US06,06,California,8710000US0694598,0694598,"California - ZCTA5 94598, California","ZCTA5 94598, California",25818,84.5,83.4,1.1,14.5,1.0,0.8,0.2
0400000US06,06,California,8710000US0694599,0694599,"California - ZCTA5 94599, California","ZCTA5 94599, California",3021,44.7,44.0,0.7,22.6,32.7,30.7,2.0
0400000US06,06,California,8710000US0694601,0694601,"California - ZCTA5 94601, California","ZCTA5 94601, California",50294,85.3,79.0,6.2,13.1,1.7,0.9,0.8
0400000US06,06,California,8710000US0694602,0694602,"California - ZCTA5 94602, California","ZCTA5 94602, California",28329,77.4,74.5,2.9,22.1,0.6,0.4,0.2
0400000US06,06,California,8710000US0694603,0694603,"California - ZCTA5 94603, California","ZCTA5 94603, California",31403,89.7,84.2,5.5,9.6,0.8,0.0,0.7
0400000US06,06,California,8710000US0694605,0694605,"California - ZCTA5 94605, California","ZCTA5 94605, California",39016,81.2,77.2,4.0,18.2,0.6,0.0,0.5
0400000US06,06,California,8710000US0694606,0694606,"California - ZCTA5 94606, California","ZCTA5 94606, California",36672,74.1,70.8,3.3,25.1,0.8,0.6,0.2
0400000US06,06,California,8710000US0694607,0694607,"California - ZCTA5 94607, California","ZCTA5 94607, California",24978,66.1,63.2,3.0,28.4,5.4,3.3,2.2
0400000US06,06,California,8710000US0694608,0694608,"California - ZCTA5 94608, California","ZCTA5 94608, California",28019,57.3,54.6,2.8,39.6,3.1,0.0,3.1
0400000US06,06,California,8710000US0694609,0694609,"California - ZCTA5 94609, California","ZCTA5 94609, California",20596,54.6,51.8,2.8,42.1,3.3,1.6,1.7
0400000US06,06,California,8710000US0694610,0694610,"California - ZCTA5 94610, California","ZCTA5 94610, California",29287,59.0,57.1,1.9,40.0,1.0,0.5,0.5
0400000US06,06,California,8710000US0694611,0694611,"California - ZCTA5 94611, California","ZCTA5 94611, California",36565,71.5,69.7,1.8,28.1,0.5,0.4,0.1
0400000US06,06,California,8710000US0694612,0694612,"California - ZCTA5 94612, California","ZCTA5 94612, California",14389,43.5,41.9,1.6,48.0,8.5,0.2,8.3
0400000US06,06,California,8710000US0694613,0694613,"California - ZCTA5 94613, California","ZCTA5 94613, California",715,3.8,3.5,0.3,0.0,96.2,0.0,96.2
0400000US06,06,California,8710000US0694618,0694618,"California - ZCTA5 94618, California","ZCTA5 94618, California",16046,68.7,66.9,1.8,29.5,1.8,0.2,1.7
0400000US06,06,California,8710000US0694619,0694619,"California - ZCTA5 94619, California","ZCTA5 94619, California",23299,78.5,75.6,2.8,19.1,2.5,0.6,1.8
0400000US06,06,California,8710000US0694621,0694621,"California - ZCTA5 94621, California","ZCTA5 94621, California",29870,89.2,83.3,5.9,9.8,1.0,0.2,0.8
0400000US06,06,California,8710000US0694702,0694702,"California - ZCTA5 94702, California","ZCTA5 94702, California",15979,64.8,61.8,2.9,33.7,1.6,1.0,0.6
0400000US06,06,California,8710000US0694703,0694703,"California - ZCTA5 94703, California","ZCTA5 94703, California",19846,59.2,56.4,2.8,38.0,2.8,0.0,2.8
0400000US06,06,California,8710000US0694704,0694704,"California - ZCTA5 94704, California","ZCTA5 94704, California",25592,13.8,12.9,0.8,59.1,27.1,0.4,26.7
0400000US06,06,California,8710000US0694705,0694705,"California - ZCTA5 94705, California","ZCTA5 94705, California",12762,61.4,58.7,2.7,36.9,1.7,1.0,0.7
0400000US06,06,California,8710000US0694706,0694706,"California - ZCTA5 94706, California","ZCTA5 94706, California",19615,82.2,80.0,2.3,17.5,0.3,0.1,0.2
