,,,,,,,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,Population,Housing units,Area in square miles,Area in square miles,Area in square miles,Density per square mile of land area,Density per square mile of land area
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,,Total area,Water area,Land area,Population,Housing units
0400000US06,06,California,8710000US0694702,0694702,"California - ZCTA5 94702, California","ZCTA5 94702, California",15979,7959,1.27,0.00,1.27,12543.4,6247.8
0400000US06,06,California,8710000US0694703,0694703,"California - ZCTA5 94703, California","ZCTA5 94703, California",19846,9468,1.34,0.00,1.34,14852.3,7085.6
0400000US06,06,California,8710000US0694704,0694704,"California - ZCTA5 94704, California","ZCTA5 94704, California",25592,9683,1.07,0.00,1.07,23929.9,9054.1
0400000US06,06,California,8710000US0694705,0694705,"California - ZCTA5 94705, California","ZCTA5 94705, California",12762,6133,3.30,0.00,3.30,3862.0,1855.9
0400000US06,06,California,8710000US0694706,0694706,"California - ZCTA5 94706, California","ZCTA5 94706, California",19615,8429,1.48,0.00,1.48,13286.7,5709.6
0400000US06,06,California,8710000US0694707,0694707,"California - ZCTA5 94707, California","ZCTA5 94707, California",11710,5198,1.70,0.00,1.70,6907.4,3066.2
0400000US06,06,California,8710000US0694708,0694708,"California - ZCTA5 94708, California","ZCTA5 94708, California",10985,5047,3.41,0.01,3.39,3238.6,1488.0
0400000US06,06,California,8710000US0694709,0694709,"California - ZCTA5 94709, California","ZCTA5 94709, California",11806,5605,0.59,0.00,0.59,20083.9,9535.0
0400000US06,06,California,8710000US0694710,0694710,"California - ZCTA5 94710, California","ZCTA5 94710, California",6948,2937,4.41,2.26,2.15,3233.1,1366.7
0400000US06,06,California,8710000US0694720,0694720,"California - ZCTA5 94720, California","ZCTA5 94720, California",2964,105,0.62,0.00,0.62,4760.7,168.6
0400000US06,06,California,8710000US0694801,0694801,"California - ZCTA5 94801, California","ZCTA5 94801, California",29395,10221,17.64,6.36,11.28,2606.3,906.3
0400000US06,06,California,8710000US0694803,0694803,"California - ZCTA5 94803, California","ZCTA5 94803, California",24904,9675,11.67,0.00,11.67,2134.1,829.1
0400000US06,06,California,8710000US0694804,0694804,"California - ZCTA5 94804, California","ZCTA5 94804, California",38559,15257,8.83,2.65,6.18,6240.6,2469.3
0400000US06,06,California,8710000US0694805,0694805,"California - ZCTA5 94805, California","ZCTA5 94805, California",13648,5446,1.99,0.00,1.99,6873.1,2742.6
0400000US06,06,California,8710000US0694806,0694806,"California - ZCTA5 94806, California","ZCTA5 94806, California",59861,20531,8.56,0.23,8.33,7183.2,2463.7
0400000US06,06,California,8710000US0694850,0694850,"California - ZCTA5 94850, California","ZCTA5 94850, California",0,0,0.06,0.01,0.04,0.0,0.0
0400000US06,06,California,8710000US0694901,0694901,"California - ZCTA5 94901, California","ZCTA5 94901, California",41157,16408,16.94,3.78,13.16,3127.1,1246.7
0400000US06,06,California,8710000US0694903,0694903,"California - ZCTA5 94903, California","ZCTA5 94903, California",29040,12603,20.69,0.63,20.05,1448.0,628.4
0400000US06,06,California,8710000US0694904,0694904,"California - ZCTA5 94904, California","ZCTA5 94904, California",11995,5759,7.40,0.16,7.24,1655.7,794.9
0400000US06,06,California,8710000US0694920,0694920,"California - ZCTA5 94920, California","ZCTA5 94920, California",12474,5817,11.81,5.28,6.53,1909.7,890.5
0400000US06,06,California,8710000US0694922,0694922,"California - ZCTA5 94922, California","ZCTA5 94922, California",425,212,12.35,0.03,12.32,34.5,17.2
0400000US06,06,California,8710000US0694923,0694923,"California - ZCTA5 94923, California","ZCTA5 94923, California",1411,1449,22.86,1.45,21.40,65.9,67.7
0400000US06,06,California,8710000US0694924,0694924,"California - ZCTA5 94924, California","ZCTA5 94924, California",1638,995,27.33,4.21,23.12,70.8,43.0
0400000US06,06,California,8710000US0694925,0694925,"California - ZCTA5 94925, California","ZCTA5 94925, California",9253,4026,4.23,1.07,3.16,2924.9,1272.6
0400000US06,06,California,8710000US0694928,0694928,"California - ZCTA5 94928, California","ZCTA5 94928, California",43170,16594,7.70,0.00,7.70,5604.0,2154.1
0400000US06,06,California,8710000US0694929,0694929,"California - ZCTA5 94929, California","ZCTA5 94929, California",264,426,1.06,0.00,1.06,248.6,401.2
0400000US06,06,California,8710000US0694930,0694930,"California - ZCTA5 94930, California","ZCTA5 94930, California",8500,4023,16.33,0.41,15.92,533.9,252.7
0400000US06,06,California,8710000US0694931,0694931,"California - ZCTA5 94931, California","ZCTA5 94931, California",8470,3677,6.36,0.01,6.35,1333.4,578.8
0400000US06,06,California,8710000US0694933,0694933,"California - ZCTA5 94933, California","ZCTA5 94933, California",865,421,1.09,0.00,1.09,790.2,384.6
0400000US06,06,California,8710000US0694937,0694937,"California - ZCTA5 94937, California","ZCTA5 94937, California",837,762,52.91,11.31,41.60,20.1,18.3
0400000US06,06,California,8710000US0694938,0694938,"California - ZCTA5 94938, California","ZCTA5 94938, California",812,417,10.58,0.00,10.58,76.7,39.4
0400000US06,06,California,8710000US0694939,0694939,"California - ZCTA5 94939, California","ZCTA5 94939, California",6859,3582,2.24,0.10,2.14,3208.4,1675.5
0400000US06,06,California,8710000US0694940,0694940,"California - ZCTA5 94940, California","ZCTA5 94940, California",268,197,26.52,3.75,22.77,11.8,8.7
0400000US06,06,California,8710000US0694941,0694941,"California - ZCTA5 94941, California","ZCTA5 94941, California",30496,14108,22.96,0.72,22.23,1371.6,634.5
0400000US06,06,California,8710000US0694945,0694945,"California - ZCTA5 94945, California","ZCTA5 94945, California",17167,7020,26.87,0.86,26.01,660.1,269.9
0400000US06,06,California,8710000US0694946,0694946,"California - ZCTA5 94946, California","ZCTA5 94946, California",699,351,45.07,1.39,43.68,16.0,8.0
0400000US06,06,California,8710000US0694947,0694947,"California - ZCTA5 94947, California","ZCTA5 94947, California",24283,9772,22.89,0.20,22.69,1070.0,430.6
0400000US06,06,California,8710000US0694949,0694949,"California - ZCTA5 94949, California","ZCTA5 94949, California",17202,7282,16.25,1.23,15.03,1144.8,484.6
0400000US06,06,California,8710000US0694950,0694950,"California - ZCTA5 94950, California","ZCTA5 94950, California",89,54,8.60,0.00,8.60,10.3,6.3
0400000US06,06,California,8710000US0694951,0694951,"California - ZCTA5 94951, California","ZCTA5 94951, California",4124,1794,14.66,0.00,14.66,281.4,122.4
0400000US06,06,California,8710000US0694952,0694952,"California - ZCTA5 94952, California","ZCTA5 94952, California",32858,13904,181.40,1.16,180.24,182.3,77.1
0400000US06,06,California,8710000US0694954,0694954,"California - ZCTA5 94954, California","ZCTA5 94954, California",37365,13915,64.27,2.27,62.00,602.7,224.4
0400000US06,06,California,8710000US0694956,0694956,"California - ZCTA5 94956, California","ZCTA5 94956, California",1756,1064,69.67,11.26,58.41,30.1,18.2
0400000US06,06,California,8710000US0694957,0694957,"California - ZCTA5 94957, California","ZCTA5 94957, California",1332,475,1.14,0.00,1.14,1164.1,415.1
0400000US06,06,California,8710000US0694960,0694960,"California - ZCTA5 94960, California","ZCTA5 94960, California",15740,6791,5.93,0.00,5.93,2652.6,1144.5
0400000US06,06,California,8710000US0694963,0694963,"California - ZCTA5 94963, California","ZCTA5 94963, California",569,259,2.66,0.00,2.66,213.8,97.3
0400000US06,06,California,8710000US0694964,0694964,"California - ZCTA5 94964, California","ZCTA5 94964, California",5094,115,0.39,0.00,0.39,13066.7,295.0
0400000US06,06,California,8710000US0694965,0694965,"California - ZCTA5 94965, California","ZCTA5 94965, California",10847,6466,17.81,4.29,13.52,802.2,478.2
0400000US06,06,California,8710000US0694970,0694970,"California - ZCTA5 94970, California","ZCTA5 94970, California",683,818,6.96,0.00,6.96,98.2,117.6
0400000US06,06,California,8710000US0694971,0694971,"California - ZCTA5 94971, California","ZCTA5 94971, California",337,181,14.30,1.92,12.38,27.2,14.6
0400000US06,06,California,8710000US0694972,0694972,"California - ZCTA5 94972, California","ZCTA5 94972, California",52,28,12.71,1.14,11.57,4.5,2.4
0400000US06,06,California,8710000US0694973,0694973,"California - ZCTA5 94973, California","ZCTA5 94973, California",1429,677,3.98,0.00,3.98,358.7,169.9
0400000US06,06,California,8710000US0695002,0695002,"California - ZCTA5 95002, California","ZCTA5 95002, California",2077,614,14.28,2.31,11.97,173.5,51.3
0400000US06,06,California,8710000US0695003,0695003,"California - ZCTA5 95003, California","ZCTA5 95003, California",23974,11719,36.51,1.37,35.15,682.1,333.4
0400000US06,06,California,8710000US0695004,0695004,"California - ZCTA5 95004, California","ZCTA5 95004, California",3918,1412,18.17,0.02,18.15,215.8,77.8
0400000US06,06,California,8710000US0695005,0695005,"California - ZCTA5 95005, California","ZCTA5 95005, California",6311,2705,12.20,0.26,11.94,528.5,226.5
0400000US06,06,California,8710000US0695006,0695006,"California - ZCTA5 95006, California","ZCTA5 95006, California",8979,4518,53.50,0.00,53.49,167.8,84.5
0400000US06,06,California,8710000US0695007,0695007,"California - ZCTA5 95007, California","ZCTA5 95007, California",676,300,0.57,0.00,0.57,1181.2,524.2
0400000US06,06,California,8710000US0695008,0695008,"California - ZCTA5 95008, California","ZCTA5 95008, California",45260,19410,6.48,0.09,6.39,7085.6,3038.7
0400000US06,06,California,8710000US0695010,0695010,"California - ZCTA5 95010, California","ZCTA5 95010, California",9137,5127,1.64,0.27,1.37,6657.8,3735.9
0400000US06,06,California,8710000US0695012,0695012,"California - ZCTA5 95012, California","ZCTA5 95012, California",10320,2765,15.72,0.79,14.92,691.5,185.3
0400000US06,06,California,8710000US0695013,0695013,"California - ZCTA5 95013, California","ZCTA5 95013, California",80,32,1.53,0.00,1.53,52.4,21.0
0400000US06,06,California,8710000US0695014,0695014,"California - ZCTA5 95014, California","ZCTA5 95014, California",60717,22035,27.06,0.13,26.93,2254.6,818.2
0400000US06,06,California,8710000US0695017,0695017,"California - ZCTA5 95017, California","ZCTA5 95017, California",834,391,52.69,2.68,50.00,16.7,7.8
0400000US06,06,California,8710000US0695018,0695018,"California - ZCTA5 95018, California","ZCTA5 95018, California",7778,3642,18.80,0.00,18.80,413.8,193.7
0400000US06,06,California,8710000US0695019,0695019,"California - ZCTA5 95019, California","ZCTA5 95019, California",7727,2061,1.21,0.00,1.21,6364.1,1697.5
0400000US06,06,California,8710000US0695020,0695020,"California - ZCTA5 95020, California","ZCTA5 95020, California",57349,17629,156.83,0.89,155.94,367.8,113.1
0400000US06,06,California,8710000US0695023,0695023,"California - ZCTA5 95023, California","ZCTA5 95023, California",48841,15301,413.10,0.75,412.35,118.4,37.1
0400000US06,06,California,8710000US0695030,0695030,"California - ZCTA5 95030, California","ZCTA5 95030, California",12791,5711,10.44,0.00,10.44,1224.9,546.9
0400000US06,06,California,8710000US0695032,0695032,"California - ZCTA5 95032, California","ZCTA5 95032, California",25089,10568,16.02,0.14,15.89,1579.3,665.2
0400000US06,06,California,8710000US0695033,0695033,"California - ZCTA5 95033, California","ZCTA5 95033, California",9372,4135,92.42,0.74,91.68,102.2,45.1
0400000US06,06,California,8710000US0695035,0695035,"California - ZCTA5 95035, California","ZCTA5 95035, California",66943,19874,23.30,0.06,23.24,2880.0,855.0
0400000US06,06,California,8710000US0695037,0695037,"California - ZCTA5 95037, California","ZCTA5 95037, California",45579,15626,245.75,2.44,243.32,187.3,64.2
0400000US06,06,California,8710000US0695039,0695039,"California - ZCTA5 95039, California","ZCTA5 95039, California",1377,460,16.69,1.94,14.74,93.4,31.2
0400000US06,06,California,8710000US0695041,0695041,"California - ZCTA5 95041, California","ZCTA5 95041, California",160,88,0.04,0.00,0.04,3951.1,2173.1
0400000US06,06,California,8710000US0695043,0695043,"California - ZCTA5 95043, California","ZCTA5 95043, California",639,366,859.63,1.08,858.55,0.7,0.4
0400000US06,06,California,8710000US0695045,0695045,"California - ZCTA5 95045, California","ZCTA5 95045, California",4046,1542,47.44,0.03,47.41,85.3,32.5
0400000US06,06,California,8710000US0695046,0695046,"California - ZCTA5 95046, California","ZCTA5 95046, California",6417,1954,19.52,0.04,19.48,329.4,100.3
0400000US06,06,California,8710000US0695050,0695050,"California - ZCTA5 95050, California","ZCTA5 95050, California",35923,14855,5.28,0.00,5.28,6807.5,2815.1
0400000US06,06,California,8710000US0695051,0695051,"California - ZCTA5 95051, California","ZCTA5 95051, California",54327,21119,6.66,0.00,6.66,8159.4,3171.9
0400000US06,06,California,8710000US0695053,0695053,"California - ZCTA5 95053, California","ZCTA5 95053, California",2206,21,0.17,0.00,0.17,12925.5,123.0
0400000US06,06,California,8710000US0695054,0695054,"California - ZCTA5 95054, California","ZCTA5 95054, California",23364,8891,6.26,0.00,6.26,3730.1,1419.5
0400000US06,06,California,8710000US0695060,0695060,"California - ZCTA5 95060, California","ZCTA5 95060, California",46377,19875,71.12,3.30,67.83,683.8,293.0
0400000US06,06,California,8710000US0695062,0695062,"California - ZCTA5 95062, California","ZCTA5 95062, California",36079,16919,6.32,1.27,5.05,7148.2,3352.1
0400000US06,06,California,8710000US0695064,0695064,"California - ZCTA5 95064, California","ZCTA5 95064, California",7331,403,1.88,0.00,1.88,3908.5,214.9
0400000US06,06,California,8710000US0695065,0695065,"California - ZCTA5 95065, California","ZCTA5 95065, California",8113,3361,11.19,0.00,11.19,725.1,300.4
0400000US06,06,California,8710000US0695066,0695066,"California - ZCTA5 95066, California","ZCTA5 95066, California",14749,5975,18.95,0.00,18.95,778.2,315.3
0400000US06,06,California,8710000US0695070,0695070,"California - ZCTA5 95070, California","ZCTA5 95070, California",30617,11379,25.52,0.02,25.49,1200.9,446.3
0400000US06,06,California,8710000US0695073,0695073,"California - ZCTA5 95073, California","ZCTA5 95073, California",10154,4334,21.20,0.00,21.20,478.9,204.4
0400000US06,06,California,8710000US0695075,0695075,"California - ZCTA5 95075, California","ZCTA5 95075, California",331,122,93.16,0.15,93.01,3.6,1.3
0400000US06,06,California,8710000US0695076,0695076,"California - ZCTA5 95076, California","ZCTA5 95076, California",82474,24331,139.20,2.61,136.60,603.8,178.1
0400000US06,06,California,8710000US0695110,0695110,"California - ZCTA5 95110, California","ZCTA5 95110, California",18730,6339,4.67,0.00,4.67,4013.7,1358.4
0400000US06,06,California,8710000US0695111,0695111,"California - ZCTA5 95111, California","ZCTA5 95111, California",58466,15511,5.40,0.01,5.39,10839.7,2875.8
0400000US06,06,California,8710000US0695112,0695112,"California - ZCTA5 95112, California","ZCTA5 95112, California",55927,20763,7.09,0.00,7.09,7885.1,2927.4
0400000US06,06,California,8710000US0695113,0695113,"California - ZCTA5 95113, California","ZCTA5 95113, California",893,992,0.34,0.00,0.34,2618.0,2908.3
0400000US06,06,California,8710000US0695116,0695116,"California - ZCTA5 95116, California","ZCTA5 95116, California",51496,13663,3.58,0.00,3.58,14382.4,3816.0
0400000US06,06,California,8710000US0695117,0695117,"California - ZCTA5 95117, California","ZCTA5 95117, California",30067,11263,2.57,0.00,2.57,11692.8,4380.1
0400000US06,06,California,8710000US0695118,0695118,"California - ZCTA5 95118, California","ZCTA5 95118, California",31932,11544,4.15,0.00,4.15,7703.5,2784.9
0400000US06,06,California,8710000US0695119,0695119,"California - ZCTA5 95119, California","ZCTA5 95119, California",9970,3200,2.83,0.00,2.83,3524.1,1131.1
0400000US06,06,California,8710000US0695120,0695120,"California - ZCTA5 95120, California","ZCTA5 95120, California",37457,12785,40.47,0.72,39.76,942.2,321.6
0400000US06,06,California,8710000US0695121,0695121,"California - ZCTA5 95121, California","ZCTA5 95121, California",37469,9625,4.43,0.00,4.43,8454.0,2171.7
0400000US06,06,California,8710000US0695122,0695122,"California - ZCTA5 95122, California","ZCTA5 95122, California",56545,12702,4.77,0.00,4.77,11856.7,2663.4
0400000US06,06,California,8710000US0695123,0695123,"California - ZCTA5 95123, California","ZCTA5 95123, California",62228,22035,8.32,0.00,8.32,7481.5,2649.2
0400000US06,06,California,8710000US0695124,0695124,"California - ZCTA5 95124, California","ZCTA5 95124, California",47082,17345,6.57,0.00,6.57,7166.5,2640.1
0400000US06,06,California,8710000US0695125,0695125,"California - ZCTA5 95125, California","ZCTA5 95125, California",51939,21640,8.00,0.00,8.00,6488.5,2703.4
0400000US06,06,California,8710000US0695126,0695126,"California - ZCTA5 95126, California","ZCTA5 95126, California",31049,13815,3.28,0.00,3.28,9458.8,4208.6
0400000US06,06,California,8710000US0695127,0695127,"California - ZCTA5 95127, California","ZCTA5 95127, California",61325,16416,13.01,0.00,13.01,4713.1,1261.6
